1001	0
9304045	1
9308122	2
9309097	3
9311042	4
9401139	5
9404151	6
9407087	7
9408099	8
9501030	9
9503124	10
9504090	11
9504145	12
9505025	13
9505054	14
9505105	15
9505162	16
9506048	17
9506112	18
9506144	19
9507050	20
9507158	21
9508094	22
9508155	23
9510142	24
9510225	25
9510234	26
9511030	27
9511171	28
9601108	29
9602022	30
9602114	31
9603003	32
9603150	33
9603161	34
9603167	35
9605184	36
9605222	37
9606017	38
9606040	39
9607163	40
9607207	41
9608086	42
9609070	43
9609071	44
9609239	45
9611137	46
9612108	47
9701162	48
9702094	49
9702155	50
9702198	51
9703082	52
9703166	53
9704097	54
9705030	55
9705044	56
9705104	57
9705220	58
9706005	59
9707014	60
9707042	61
9707049	62
9710230	63
9711036	64
9711104	65
9712028	66
9712042	67
9802194	68
9805056	69
9805206	70
9806094	71
9810188	72
9811217	73
9905036	74
9907041	75
9908007	76
9908144	77
9909108	78
9909120	79
9909229	80
9910238	81
9910248	82
9910268	83
9204040	84
9203084	85
9204035	86
9205041	87
9207049	88
9207111	89
9301042	90
9301043	91
9201015	92
9201040	93
9201047	94
9202046	95
9202059	96
9202092	97
9203008	98
9203031	99
9204037	100
9204046	101
9205046	102
9205060	103
9205062	104
9205068	105
9206023	106
9206051	107
9206078	108
9207016	109
9208076	110
9209052	111
9210015	112
9210021	113
9210121	114
9211021	115
9211041	116
9212089	117
9301005	118
9302033	119
9302069	120
9302126	121
9303032	122
9304155	123
9305185	124
9308042	125
9305139	126
9309140	127
9204102	128
9211097	129
9402002	130
9402005	131
9402044	132
9403195	133
9403198	134
9406128	135
9205081	136
9207053	137
9208055	138
9209016	139
9211056	140
9303057	141
9305142	142
9306052	143
9306125	144
9311120	145
9402032	146
9406105	147
9406198	148
9407021	149
9407111	150
9408040	151
9408074	152
9408083	153
9409021	154
9410167	155
9410210	156
9412184	157
9205027	158
9406012	159
9411149	160
9411178	161
9201059	162
9309152	163
9310067	164
9412115	165
9501068	166
9502072	167
9504027	168
9504047	169
9304154	170
9501022	171
9502057	172
9503179	173
9308083	174
9411048	175
9411057	176
9501111	177
9502077	178
9503163	179
9504006	180
9504034	181
9505023	182
9505053	183
9505062	184
9302103	185
9305069	186
9406032	187
9409188	188
9406055	189
9408036	190
9411234	191
9412200	192
9506075	193
9506091	194
9506024	195
9506077	196
9506110	197
9506160	198
9506194	199
9507027	200
9207060	201
9503212	202
9506126	203
9506150	204
9507048	205
9303106	206
9410073	207
9411187	208
9504081	209
9504095	210
9506057	211
9507090	212
9508056	213
9304135	214
9412209	215
9505073	216
9505150	217
9506084	218
9506102	219
9507113	220
9507115	221
9507121	222
9507151	223
9507153	224
9507168	225
9508044	226
9508064	227
9508071	228
9508096	229
9508143	230
9508144	231
9409110	232
9503208	233
9507012	234
9508154	235
9509009	236
9510093	237
9201056	238
9206080	239
9301083	240
9307158	241
9308062	242
9407031	243
9506122	244
9509066	245
9510135	246
9510169	247
9204030	248
9205009	249
9510017	250
9510173	251
9510182	252
9412236	253
9511164	254
9511222	255
9512016	256
9512017	257
9512059	258
9512145	259
9601014	260
9601038	261
9206101	262
9409111	263
9505183	264
9506101	265
9510086	266
9510161	267
9510209	268
9511080	269
9512077	270
9512181	271
9512196	272
9512219	273
9601036	274
9602010	275
9210127	276
9304104	277
9506156	278
9508107	279
9509106	280
9512129	281
9512178	282
9602049	283
9602064	284
9602097	285
9602118	286
9512053	287
9602030	288
9602070	289
9602098	290
9602120	291
9404060	292
9511108	293
9511157	294
9602102	295
9603037	296
9511204	297
9512078	298
9509151	299
9511026	300
9511088	301
9601029	302
9601162	303
9602052	304
9603142	305
9309110	306
9403054	307
9406090	308
9412117	309
9502012	310
9510055	311
9605036	312
9603081	313
9603127	314
9604198	315
9605150	316
9605199	317
9406178	318
9510227	319
9512062	320
9603042	321
9602167	322
9509132	323
9608039	324
9608079	325
9604097	326
9605154	327
9608111	328
9605131	329
9605200	330
9606044	331
9606086	332
9607020	333
9607139	334
9608024	335
9608047	336
9608109	337
9509042	338
9509161	339
9510106	340
9602051	341
9603108	342
9608194	343
9511077	344
9512226	345
9603170	346
9604034	347
9609161	348
9604129	349
9606165	350
9610111	351
9602065	352
9604030	353
9605053	354
9606122	355
9606148	356
9607091	357
9607105	358
9610195	359
9610251	360
9611090	361
9612052	362
9701015	363
9701023	364
9701147	365
9503115	366
9505006	367
9505075	368
9505082	369
9505100	370
9506098	371
9507013	372
9507018	373
9507032	374
9507169	375
9510148	376
9510228	377
9511154	378
9603086	379
